Date,Company,Industry,Subvertical,City,Investors,Round,Amount,Year,Quarter
6/13/2017,Digit,Technology,Tech driven Insurance platform,Bengaluru,Fairfax Holdings,Private Equity,0,2017,2
9/3/2018,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge Capital,Private Equity,54.95,2018,3
7/17/2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,Falcon Edge Capital,Private Equity,249.4,2018,3
5/3/2017,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Falcon Edge Capital,Private Equity,898.7,2017,2
11/18/2015,Ola,Car Aggregator & Retail Mobile App,Not unknown,Bengaluru,Falcon Edge Capital,Private Equity,4300,2015,4
9/14/2015,Ola,Cab rental Mobile app,Not unknown,Bengaluru,Falcon Edge Capital,Private Equity,1935,2015,3
7/23/2015,Quikr,Online & Mobile classified listings,Not unknown,Mumbai,Falcon Edge Capital,Private Equity,516,2015,3
10/13/2016,FabAlley,ecommerce,online fashion brand store,Noida,FAO Ventures,Private Equity,17.2,2016,4
7/15/2016,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,Faraz Khan,Seed Funding,0,2016,3
4/7/2017,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurugram,Farhaan Shabbir,Seed Funding,0,2017,2
6/6/2017,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,Farhan Naqvi,Seed Funding,8.6,2017,2
8/1/2018,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Farm To Fork,Seed/ Angel Funding,3.44,2018,3
1/20/2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Farooq Adam,Seed Funding,0,2016,1
1/28/2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Farooq Adam,Seed Funding,3.18,2016,1
2/18/2016,Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy,Seed Funding,2.58,2016,1
5/1/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,Fauzan Rahim,Seed Funding,0,2016,2
6/7/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bengaluru,Fenqile,Private Equity,17.2,2016,2
5/26/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,FF Angel,Private Equity,17.2,2016,2
6/5/2015,Medwell Ventures,Healthcare\\nService provider,Not unknown,Bengaluru,Fidelity Biosciences,Private Equity,86,2015,2
7/2/2015,Bank Bazaar,Online Financial Services,Not unknown,Chennai,Fidelity Growth Partners,Private Equity,516,2015,3
7/25/2015,CredR,Used Bikes Marketplace,Not unknown,Mumbai,Fidelity Growth Partners,Private Equity,129,2015,3
6/5/2015,Medwell Ventures,Healthcare\\nService provider,Not unknown,Bengaluru,Fidelity Growth Partners,Private Equity,86,2015,2
4/29/2015,Icertis,Cloud Enterprise Software,Not unknown,Pune,Fidelity Growth Partners,Private Equity,51.6,2015,2
3/10/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune,Fidelity Growth Partners,Private Equity,129,2016,1
5/7/2015,Toppr,Online Education Platform,Not unknown,Mumbai,Fidelity Growth Partners,Private Equity,86,2015,2
11/30/2015,MoMagic,Mobile Application Developer,Not unknown,New Delhi,FIH Mobile Ltd,Private Equity,0,2015,4
10/23/2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,FIL Capital Management,Private Equity,60.2,2017,4
12/14/2016,FitMeIn,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,FiNC,Seed Funding,0,2016,4
11/20/2019,Aye Finance,FinTech,Financial Services To MSMEs,Gurugram,FinTech,Debt Funding,149.74,2019,4
4/9/2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,8.6,2018,2
9/7/2017,MamaEarth,eCommerce,online babycare products marketplace,Gurugram,Fireside Ventures,Seed Funding,0,2017,3
8/23/2017,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,19.78,2017,3
7/11/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bengaluru,Fireside Ventures,Seed Funding,0,2017,3
1/18/2017,Vahdam Teas,eCommerce,Online Tea etailer,New Delhi,Fireside Ventures,Seed Funding,5.59,2017,1
8/25/2016,WitWorks,Technology,Consumer IoT Startup,Bengaluru,Fireside Ventures,Seed Funding,0,2016,3
11/11/2015,Delight Foods,Branded Food products online sales,Not unknown,Bengaluru,Fireside Ventures,Private Equity,5.16,2015,4
10/15/2015,Bounty App,Online Purchase rewards app,Not unknown,Bengaluru,Fireside Ventures,Seed Funding,0,2015,4
12/21/2016,MamaEarth,eCommerce,Babycare Products seller,New Delhi,Fireside Ventures,Seed Funding,0,2016,4
10/9/2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bengaluru,Firoze Irani,Private Equity,23.22,2017,4
6/21/2017,Fynd,eCommerce,Fashion etailer,Mumbai,FJ Labs,Private Equity,20.64,2017,2
8/8/2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,567.6,2018,3
10/4/2017,Phone Pe,Consumer Internet,Digital Wallet,Bengaluru,Flipkart,Private Equity,332.82,2017,4
2/28/2017,BlackBuck,Logistics,Online freight aggregator,Bengaluru,Flipkart,Private Equity,602,2017,1
1/17/2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,17.2,2017,1
1/14/2016,Zapr,Technology,TV to Mobile audience Platform,Gurugram,Flipkart,Seed Funding,0,2016,1
1/19/2016,TinyStep,Consumer Internet,Parenting Social Network,Bengaluru,Flipkart,Seed Funding,0,2016,1
12/10/2015,BlackBuck,Online Freight Services Aggregator,Not unknown,Bengaluru,Flipkart,Private Equity,215,2015,4
12/23/2015,Mech Mocha,Mobile Game development & Design platform,Not unknown,Bengaluru,Flipkart,Seed Funding,8.6,2015,4
11/30/2015,QikPod,Ecommerce Delivery locker services,Not unknown,Bengaluru,Flipkart,Private Equity,77.4,2015,4
10/8/2015,Cube26,Gesture based Mobile Development,Not unknown,New Delhi,Flipkart,Private Equity,66.22,2015,4
9/1/2015,FXMartIndia,Payment Services platform,Not unknown,Chandigarh,Flipkart,Private Equity,0,2015,3
7/23/2015,NestAway,Luxury Rental Homes,Not unknown,Bengaluru,Flipkart,Private Equity,109.65,2015,3
6/25/2015,Zinka,Freight logistics platform,Not unknown,Bengaluru,Flipkart,Private Equity,51.6,2015,2
9/27/2016,TinyStep,Consumer Internet,Parenting Network Platform,Bengaluru,Flipkart,Private Equity,13.59,2016,3
3/15/2017,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,Florintree,Private Equity,28.81,2017,1
4/1/2017,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,Florintree Advisors,Private Equity,32.68,2017,2
8/25/2016,ZoomCar,Consumer Internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,206.4,2016,3
9/12/2016,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,25.8,2016,3
6/14/2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,Fortisure Ventures,Private Equity,51.6,2016,2
10/12/2018,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,103.2,2018,4
5/22/2017,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity,258,2017,2
9/12/2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,Fosun RZ Capital,Private Equity,258,2018,3
6/19/2015,FundsIndia.com,Financial Services Platform,Not unknown,Chennai,Foundation Capital,Private Equity,94.6,2015,2
6/22/2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,Founder Collective,Private Equity,39.56,2017,2
6/13/2017,HyperTrack,Technology,Location tracking solutions,New Delhi,Founders Fund,Private Equity,0,2017,2
11/30/2015,QikPod,Ecommerce Delivery locker services,Not unknown,Bengaluru,Foxconn,Private Equity,77.4,2015,4
8/1/2015,Snapdeal,Ecommerce Marketplace,Not unknown,New Delhi,Foxconn,Private Equity,4300,2015,3
8/16/2016,Hike Messenger,Consumer Internet,Mobile Messaging App,New Delhi,Foxconn,Private Equity,1505,2016,3
1/28/2016,Myeglu,Technology,Connected Smart Home Solutions,Bengaluru,Foxconn,Seed Funding,0,2016,1
4/6/2017,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bengaluru,F-Prime Capital Partners,Private Equity,180.6,2017,2
3/2/2017,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,F-Prime Capital Partners,Private Equity,12.9,2017,1
7/19/2017,AirCTO,Consumer Internet,AI powered recruitment platform,Bengaluru,Francesco Cara,Seed Funding,0,2017,3
12/2/2016,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,25.8,2016,4
11/24/2016,UClean,Consumer Internet,Tech Enabled Laundry Service Provider,Gurugram,Franchise India,Private Equity,0,2016,4
10/26/2016,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,Franchise India,Private Equity,8.6,2016,4
7/19/2016,Deal 4Loans,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,129,2016,3
4/5/2017,DataWeave,Technology,Business Intelligence Solutions,Bengaluru,FreakOut Group,Private Equity,0,2017,2
7/8/2015,Axtria,Big Data & Analytics platform,Not unknown,India,Fred Khosravi,Private Equity,258,2015,3
12/1/2015,Patel Logistics,Transportation & Logistics Platform,Not unknown,Mumbai,Frontline Strategy,Private Equity,48.16,2015,4
8/6/2015,Wetravelsolo,Travel community platform,Not unknown,New Delhi,Frontline Strategy,Seed Funding,0,2015,3
3/23/2017,Markets and Markets,Technology,Marketing Research Company,Pune,FTV Capital,Private Equity,481.6,2017,1
2/12/2018,Lending Kart,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,748.2,2018,1
8/14/2017,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,Fullerton India Credit Company Ltd,Seed Funding,2.68,2017,3
4/10/2018,Travel Triangle,Consumer Internet,Online Travel Marketplace,Gurugram,Fundamentum,Private Equity,103.2,2018,2
3/15/2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,1.29,2016,1
4/29/2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,Fundnel,Seed Funding,4.3,2016,2
8/7/2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,301,2018,3
6/22/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Fusion Tech Ventures,Seed Funding,1.29,2016,2
7/21/2017,FableStreet,eCommerce,Women Work wear etailer,New Delhi,Fusiontech Ventures & Others,Seed Funding,0,2017,3
6/8/2015,Applied Solar Technologies,Off-grid Solar Power,Not unknown,Mumbai,Future Fund,Private Equity,344,2015,2
9/12/2017,Sattviko,eCommerce,Health Food etailer,New Delhi,G Ravishankar,Seed Funding,0,2017,3
12/11/2015,EureQa,Test Automation SAAS platform,Not unknown,Hyderabad,Gabriel Investments,Seed Funding,5.16,2015,4
3/16/2016,Wealthy,Consumer Internet,Online Investment management portal,Bengaluru,Gagan Dugal,Seed Funding,2.15,2016,1
2/23/2017,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,Gagan Goyal,Seed Funding,0,2017,1
10/1/2015,Indifi,Easy Business Loans platform,Not unknown,Gurugram,Gagan Hasteer,Seed Funding,0,2015,4
11/14/2017,Hungry Foal,Ecommerce,Healthy & Nutrition based snacks online platform,Gurugram,GAIL India Ltd,Seed Funding,0,2017,4
3/22/2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,0,2016,1
11/28/2017,Chumbak,Lifestyle,Designer-led consumer products,Bengaluru,Gaja Capital,Private Equity,111.8,2017,4
10/6/2015,SportzVillage,Sports Management & Physical Education Business,Not unknown,Bengaluru,Gaja Capital Private Equity Fund,Private Equity,86,2015,4
9/16/2016,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,Ganesh Narasimhan,Seed Funding,0.86,2016,3
2/9/2017,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed Funding,0,2017,1
10/18/2016,Coppre,eCommerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,0,2016,4
8/9/2017,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,Ganpat Singhvi,Seed Funding,26.66,2017,3
4/27/2017,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,0,2017,2
11/4/2016,Browntape,Technology,cloud-based software solutions company,Panaji,Gati Ltd,Private Equity,0,2016,4
9/23/2016,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Gaurav Agarwal,Seed Funding,0,2016,3
4/18/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,Gaurav Agarwal,Seed Funding,0,2016,2
7/13/2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,Gaurav Bhalotia,Seed Funding,5.16,2016,3
6/27/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,Gaurav Bhalotia,Seed Funding,10.32,2016,2
1/15/2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bengaluru,Gaurav Bhalotia,Seed Funding,0,2016,1
9/11/2015,Envoged,pre-used luxury item Marketplace,Not unknown,Mumbai,Gaurav Bhatnagar,Seed Funding,0,2015,3
8/5/2015,LetsTransport,Logistics Tech Platform,Not unknown,Bengaluru,Gaurav Bhatnagar,Seed Funding,11.18,2015,3
8/19/2015,Envoged,pre-owned Luxury online apparel seller,Not unknown,Mumbai,Gaurav Bhatnagar,Seed Funding,0,2015,3
9/23/2016,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Gaurav Bhogle,Seed Funding,0,2016,3
10/1/2015,Indifi,Easy Business Loans platform,Not unknown,Gurugram,Gaurav Dalmia,Seed Funding,0,2015,4
12/27/2017,Garage On Road,E-Commerce,Online vehicle service booking platform,Noida,Gaurav Gupta,Private Equity,0,2017,4
12/4/2015,Splitkart,Splitting Bills Mobile App,Not unknown,New Delhi,Gaurav Gupta,Seed Funding,0,2015,4
4/17/2017,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,Gaurav Kachru,Seed Funding,5.33,2017,2
5/1/2015,Termsheet,Fund Raising Platform,Not unknown,Chennai,Gaurav Lochan,Seed Funding,0.86,2015,2
3/24/2017,BabyonBoard,Consumer Internet,Parenting Mobile App,Bengaluru,Gaurav Luniya,Seed Funding,0,2017,1
6/29/2017,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,Gaurav Marya,Private Equity,8.6,2017,2
4/29/2015,Dazo,Mobile Food Ordering app,Not unknown,Bengaluru,Gaurav Munjal,Seed Funding,0,2015,2
8/6/2015,Appvigil,App security\\xc2\\xa0 testing platform,Not unknown,Mumbai,Gaurav Sharma,Seed Funding,4.3,2015,3
3/3/2018,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,Gaurav Suri,Seed / Angel Funding,2.15,2018,1
8/10/2015,eSadar,ecommerce,Not unknown,New Delhi,Gaurav Vats,Seed Funding,0.69,2015,3
3/3/2017,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,Gautam Chhaochharia,Seed Funding,0,2017,1
6/3/2015,MyPoolin,P2P Payments platform,Not unknown,New Delhi,Gautam Gandhi,Seed Funding,0,2015,2
4/21/2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,Gautam Ivatury,Seed Funding,0,2016,2
7/30/2015,Noodle Play,Chinese food delivery,Not unknown,Mumbai,Gautam Sinha,Seed Funding,1.44,2015,3
1/8/2016,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,0.39,2016,1
5/12/2017,Log 9 Materials,Technology,NanoTech product developer,Bengaluru,GEMS Advisory,Seed Funding,0,2017,2
4/25/2018,Trip shelf,Consumer Internet,Online Travel Marketplace,New Delhi,GEMS Advisory,Seed / Angel Funding,2.12,2018,2
12/2/2016,Streo,Consumer Internet,Live Music Streaming App,Bengaluru,GEMs Advisory,Seed Funding,0,2016,4
12/16/2016,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,GEMS Advisory,Seed Funding,1.06,2016,4
7/15/2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS Advisory,Seed Funding,2.15,2016,3
6/5/2019,NoBroker,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,438.6,2019,2
6/22/2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,General Catalyst,Private Equity,39.56,2017,2
10/18/2016,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst,Private Equity,21.5,2016,4
8/8/2016,AdPushUp,Technology,Ad optimization Platform,New Delhi,Geniee,Private Equity,0,2016,3
4/23/2015,CraftsVilla,Ethnic Product eCommerce,Not unknown,Mumbai,GFC,Private Equity,154.8,2015,2
12/14/2016,FitMeIn,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,GHV,Seed Funding,0,2016,4
11/1/2016,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,GHV Accelerator,Seed Funding,1.72,2016,4
12/4/2015,Applop,On Demand Mobile app developer,Not unknown,Kolkata,GHV Accelerator,Seed Funding,0.86,2015,4
12/4/2015,CaRPM,Car Maintenance & Management mobile app,Not unknown,Gurugram,GHV Accelerator,Seed Funding,0.86,2015,4
8/26/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Not unknown,New Delhi,GHV Accelerator,Seed Funding,0.86,2015,3
1/12/2016,ShopClues,ECommerce,ECommerce Marketplace,Gurugram,GIC ventures,Private Equity,860,2016,1
1/22/2016,Little,Consumer Internet,Deal Discovery App,Bengaluru,GIC ventures,Private Equity,0,2016,1
4/20/2015,Sulekha.com,Online Classifieds & Listings,Not unknown,Chennai,GIC ventures,Private Equity,240.8,2015,2
11/15/2017,Josh Talks,Inspiration,Storytelling platform,Gurugram,Girish Mathrubootham,Private Equity,0,2017,4
6/12/2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,Girish Mathrubootham,Seed Funding,6.67,2017,2
4/4/2017,Whatfix,Technology,Interactive Tech-Support Guides,Bengaluru,Girish Mathrubootham,Private Equity,31.73,2017,2
2/14/2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,Girish Mathrubootham,Seed Funding,2.58,2017,1
